src,trg
O=C(NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O)Oc1ccc2c(c1)B(O)OC2,O=C(NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O)Oc1ccc2c(c1)B(O)OC2
O=C1N(Cc2cccc(-c3cnc[nH]3)c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1cccc(-c2cnc[nH]2)c1,O=C1N(Cc2cccc(-c3cnc[nH]3)c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1cccc(-c2cnc[nH]2)c1
N#CN=C1N(Cc2cccc(O)c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1cccc(O)c1,N#CN=C1N(Cc2cccc(O)c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1cccc(O)c1
Cc1ccc(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(C(N)=O)c2ccc(OCc3ccccc3)cc2)s1,Cc1ccc(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(C(N)=O)c2ccc(OCc3ccccc3)cc2)s1
C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)OC1CC1CCCCCc1c(nc3ccccc3c1OC1CCN(CCOC(F)(F)F)CC1)O2)C(=O)NS(=O)(=O)C1(C)CC1,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)OC1CC1CCCCCc1c(nc3ccccc3c1OC1CCN(CCOC(F)(F)F)CC1)O2)C(=O)NS(=O)(=O)C1(C)CC1
COc1cccc2c(=O)c3cccc(C(=O)Nc4cccnc4)c3[nH]c12,COc1cccc2c(=O)c3cccc(C(=O)Nc4cccnc4)c3[nH]c12
O=S(=O)(c1ccccc1)c1c(C2=NC3CCCCC3N2)[nH]c2ccc(Cl)cc12,O=S(=O)(c1ccccc1)c1c(C2=NC3CCCCC3N2)[nH]c2ccc(Cl)cc12
CC(C)n1c(Cc2nc3ccccc3[nH]2)nc2ccc(C(=O)NC(CP(=O)(O)O)C(=O)O)cc21,CC(C)n1c(Cc2nc3ccccc3[nH]2)nc2ccc(C(=O)NC(CP(=O)(O)O)C(=O)O)cc21
COCCOCCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCCOCCOC)C(C)C)C(C)C,COCCOCCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OCCOCCOC)C(C)C)C(C)C
Cc1c(Cl)nc(NCC(N)=O)c(=O)n1CC(=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1,Cc1c(Cl)nc(NCC(N)=O)c(=O)n1CC(=O)Nc1ccccc1C(=O)NS(=O)(=O)c1ccc(C(F)(F)F)cc1
O=C(O)c1ccc(COC(COCc2ccccc2)C(O)C(O)C(COCc2ccccc2)OCc2ccc(C(=O)O)cc2)cc1,O=C(O)c1ccc(COC(COCc2ccccc2)C(O)C(O)C(COCc2ccccc2)OCc2ccc(C(=O)O)cc2)cc1
CC(=O)NC(C(=O)NC(C(=O)C1CC(Oc2ccc(F)cc2)CC1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1,CC(=O)NC(C(=O)NC(C(=O)C1CC(Oc2ccc(F)cc2)CC1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1
CCCN(NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)C3CCC(C3)C1=O)C(C)(C)C)C(C)(C)C)C2(C)C)C(=O)Nc1ccccc1,CCCN(NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)C3CCC(C3)C1=O)C(C)(C)C)C(C)(C)C)C2(C)C)C(=O)Nc1ccccc1
CC(C)(C)NC(=O)c1ccccc1SCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2c1,CC(C)(C)NC(=O)c1ccccc1SCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2c1
NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)c1ccccc1)C(=O)NC(C(N)=O)c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1,NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)c1ccccc1)C(=O)NC(C(N)=O)c1ccc(OCc2ccc(Cl)c(Cl)c2)cc1
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(CN)cccc5n3CO4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(CN)cccc5n3CO4)cc12
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5cc(F)cc(F)c5n3CO4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5cc(F)cc(F)c5n3CO4)cc12
CC(C)(C)OC(=O)NC1CCNCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,CC(C)(C)OC(=O)NC1CCNCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O
CNC(=O)C(NC(=O)C(OCc1ccc(C=CC(=O)OC)cc1)C(O)C(O)C(OCc1ccc(C=CC(=O)OC)cc1)C(=O)NC(C(=O)NC)C(C)C)C(C)C,CNC(=O)C(NC(=O)C(OCc1ccc(C=CC(=O)OC)cc1)C(O)C(O)C(OCc1ccc(C=CC(=O)OC)cc1)C(=O)NC(C(=O)NC)C(C)C)C(C)C
O=C(NC1c2ccccc2CC1O)C(Cc1ccccc1)CC(O)CN1C(=O)C2(CCOCC2)CC1Cc1ccccc1,O=C(NC1c2ccccc2CC1O)C(Cc1ccccc1)CC(O)CN1C(=O)C2(CCOCC2)CC1Cc1ccccc1
CC(C)(C)NC(=O)c1ccccc1SCC(O)Cc1ccccc1C(=O)N(CCO)C(C)(C)C,CC(C)(C)NC(=O)c1ccccc1SCC(O)Cc1ccccc1C(=O)N(CCO)C(C)(C)C
COc1c(C(=O)c2cnc3nc4ccccc4n3c2)c(O)c(OC)c2occc12,COc1c(C(=O)c2cnc3nc4ccccc4n3c2)c(O)c(OC)c2occc12
CCOC(=O)c1cc(C=NN2C(=O)c3ccccc3C2=O)c(O)c(C=NN2C(=O)c3ccccc3C2=O)c1,CCOC(=O)c1cc(C=NN2C(=O)c3ccccc3C2=O)c(O)c(C=NN2C(=O)c3ccccc3C2=O)c1
NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)c1ccc(-c2ccccc2)s1)C(=O)NC(C(N)=O)c1ccc(OCc2ccccc2)cc1,NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)c1ccc(-c2ccccc2)s1)C(=O)NC(C(N)=O)c1ccc(OCc2ccccc2)cc1
CCC(C1=C(O)CC(CC)(c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)OC1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cn2)c1,CCC(C1=C(O)CC(CC)(c2cccc(NS(=O)(=O)c3ccc(C#N)cn3)c2)OC1=O)c1cccc(NS(=O)(=O)c2ccc(C#N)cn2)c1
C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCCN1C(C)C)C(C)C)C(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N(CC)CC,C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCCN1C(C)C)C(C)C)C(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N(CC)CC
CC(C)c1ccccc1SC1=C(O)CC(CCCC(=O)N(C)c2ccccc2)(c2ccccc2)OC1=O,CC(C)c1ccccc1SC1=C(O)CC(CCCC(=O)N(C)c2ccccc2)(c2ccccc2)OC1=O
CCCCC(NC(=O)c1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CCC(N)=O)C(=O)NC(C=O)CCCN=C(N)N,CCCCC(NC(=O)c1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CCC(N)=O)C(=O)NC(C=O)CCCN=C(N)N
CC(C)(C)NC(=O)C1CN(CCOCc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,CC(C)(C)NC(=O)C1CN(CCOCc2ccccc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
CCCC(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)C=C1C(=O)NC(C(=O)NC(C(=O)OC)C1CCCCC1)C(C)(C)C)C(=O)O,CCCC(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)C=C1C(=O)NC(C(=O)NC(C(=O)OC)C1CCCCC1)C(C)(C)C)C(=O)O
CCC(NC(C)(C)CO)c1ccc(Cl)c(C(=O)c2ccccc2)c1F,CCC(NC(C)(C)CO)c1ccc(Cl)c(C(=O)c2ccccc2)c1F
C=CCNC(=O)C(=O)C(CCCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CNC1=O)C(C)(C)C)C(C)(C)C)C2(C)C,C=CCNC(=O)C(=O)C(CCCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CNC1=O)C(C)(C)C)C(C)(C)C)C2(C)C
CC(C)CCN(CC(O)C1Cc2ccc(cc2)OCCCCC(N)C(=O)NC(C(C)C)C(=O)N1)S(=O)(=O)c1ccc(N)cc1,CC(C)CCN(CC(O)C1Cc2ccc(cc2)OCCCCC(N)C(=O)NC(C(C)C)C(=O)N1)S(=O)(=O)c1ccc(N)cc1
CCCC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)OC(C)(C)C)C1CCCCC1)C(=O)C(=O)NCC(=O)NC(C(=O)O)c1ccccc1,CCCC(NC(=O)C(CC(C)C)NC(=O)C(NC(=O)OC(C)(C)C)C1CCCCC1)C(=O)C(=O)NCC(=O)NC(C(=O)O)c1ccccc1
CCC(CC)NC(=O)CC(C(=O)NCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)(C)C,CCC(CC)NC(=O)CC(C(=O)NCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)(C)C
COc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1COc1ccc(NC(C)=O)cc1,COc1ccc(C(c2c(O)c3ccccc3oc2=O)c2c(O)c3ccccc3oc2=O)cc1COc1ccc(NC(C)=O)cc1
C=CC1CC1(NC(=O)C1CC(OC)(c2ccc(Cl)cc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,C=CC1CC1(NC(=O)C1CC(OC)(c2ccc(Cl)cc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1ccccc1)C(C)C
CC(C)(C)C(NC(=O)NC1(C(=O)c2ccccc2)CCCCC1)C(=O)N1CC2C(C1C(=O)NC(CC1CC1)C(=O)C(N)=O)C2(C)C,CC(C)(C)C(NC(=O)NC1(C(=O)c2ccccc2)CCCCC1)C(=O)N1CC2C(C1C(=O)NC(CC1CC1)C(=O)C(N)=O)C2(C)C
CCC(NC(C)CO)c1ccc(Cl)c(C(=O)c2ccc(N)nc2)c1F,CCC(NC(C)CO)c1ccc(Cl)c(C(=O)c2ccc(N)nc2)c1F
O=C(Nc1cnccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1,O=C(Nc1cnccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4cnccn4)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
Cc1ccc(S(=O)(=O)N(CC(C)C)C(CCCCNC(=O)CCCc2ccccc2)C(=O)O)cc1,Cc1ccc(S(=O)(=O)N(CC(C)C)C(CCCCNC(=O)CCCc2ccccc2)C(=O)O)cc1
C=CCC(NC(=O)C1CC(CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc([N+](=O)[O-])c3)c(=O)n21)B1OC2CC3CC(C3(C)C)C2(C)O1,C=CCC(NC(=O)C1CC(CCCc2cccc3ccccc23)c2c(Cl)nc(NCc3cccc([N+](=O)[O-])c3)c(=O)n21)B1OC2CC3CC(C3(C)C)C2(C)O1
CCCC(NC(=O)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)Cc1cccc(c1)OCCC(C)(C)O2)C(=O)C(N)=O,CCCC(NC(=O)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)Cc1cccc(c1)OCCC(C)(C)O2)C(=O)C(N)=O
Cc1cc(SC2=C(O)CC(CCc3ccc(O)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1,Cc1cc(SC2=C(O)CC(CCc3ccc(O)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1
CCC(C)C(NC(=O)C1CCCN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,CCC(C)C(NC(=O)C1CCCN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O
COC(=O)C(NC(=O)C(NC(=O)C(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)NC(=O)OCc1ccccc1)C(C)C)C(C)C,COC(=O)C(NC(=O)C(NC(=O)C(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)NC(=O)OCc1ccccc1)C(C)C)C(C)C
CNC(=O)c1c(-c2ccc(F)cc2Cl)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12,CNC(=O)c1c(-c2ccc(F)cc2Cl)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12
NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)c1sccc1Cl)C(=O)NC(C(N)=O)c1ccc(OCc2ccccc2)cc1,NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)c1sccc1Cl)C(=O)NC(C(N)=O)c1ccc(OCc2ccccc2)cc1
Cc1ccccc1COC(=O)NC(Cc1ccccc1)C(O)CN1CCC(OCc2ccncc2)CC1C(=O)NC(C)(C)C,Cc1ccccc1COC(=O)NC(Cc1ccccc1)C(O)CN1CCC(OCc2ccncc2)CC1C(=O)NC(C)(C)C
C=CCNC(=O)C(=O)C(CCCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CN(C)C1=O)C(C)(C)C)C(C)(C)C)C2(C)C,C=CCNC(=O)C(=O)C(CCCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CN(C)C1=O)C(C)(C)C)C(C)(C)C)C2(C)C
CC(C)(C)NC(=O)C1CCCN1CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1,CC(C)(C)NC(=O)C1CCCN1CC(O)C1Cc2ccc(cc2)OCCCC(=O)NC(CC(N)=O)C(=O)N1
CCCC(NC(=O)C1CC(OCc2ccccc2)CN1C(=O)C(NC(=O)C(NC(C)=O)C1CCCCC1)C(C)C)C(=O)O,CCCC(NC(=O)C1CC(OCc2ccccc2)CN1C(=O)C(NC(=O)C(NC(C)=O)C1CCCCC1)C(C)C)C(=O)O
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cnc4nc(-c5cccc(F)c5)[nH]c(=O)c4c3)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cnc4nc(-c5cccc(F)c5)[nH]c(=O)c4c3)cc12
CC(C)(C)OC(=O)NC(C(=O)C(N)Cc1c[nH]c2ccccc12)C(O)=C(C#N)c1ccc([N+](=O)[O-])cc1,CC(C)(C)OC(=O)NC(C(=O)C(N)Cc1c[nH]c2ccccc12)C(O)=C(C#N)c1ccc([N+](=O)[O-])cc1
CCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C,CCOC(=O)NC(C(=O)NC(Cc1ccccc1)C(O)CN(CC1CCCCC1)NC(=O)C(NC(=O)OC)C(C)C)C(C)C
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2OCC1O,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2OCC1O
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)c1ccc2ccccc2n1)C1CCS(=O)(=O)C1,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C(NC(=O)c1ccc2ccccc2n1)C1CCS(=O)(=O)C1
C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCCN1C(C)C)C1CCCC1)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N(CC)CC,C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCCN1C(C)C)C1CCCC1)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N(CC)CC
CCC(C)C(NC(=O)CC1OC1C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)O,CCC(C)C(NC(=O)CC1OC1C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(=O)O
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(c3)-c3nc5cccc(F)c5n3CO4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(c3)-c3nc5cccc(F)c5n3CO4)cc12
CCCCC1NC(=O)C(NC(=O)C(N)CO)CCCCOc2ccc(cc2)CC(C(O)CN(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)NC1=O,CCCCC1NC(=O)C(NC(=O)C(N)CO)CCCCOc2ccc(cc2)CC(C(O)CN(CCC(C)C)S(=O)(=O)c2ccc(N)cc2)NC1=O
O=C(NC1c2ccccc2OCC1O)C(Cc1cccnc1)CC(O)CN1CCN(Cc2cc3cccc(Cl)c3o2)CC1C(=O)NCC(F)(F)F,O=C(NC1c2ccccc2OCC1O)C(Cc1cccnc1)CC(O)CN1CCN(Cc2cc3cccc(Cl)c3o2)CC1C(=O)NCC(F)(F)F
Cc1ccc(O)cc1C(=O)NC(CSc1ccc2ccccc2c1)C(O)Cc1ccccc1C(=O)NC(C)(C)C,Cc1ccc(O)cc1C(=O)NC(CSc1ccc2ccccc2c1)C(O)Cc1ccccc1C(=O)NC(C)(C)C
CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)C1NCc2ccc(cc2)OCCOCCOCCOCCNC(=O)C(C(C)C)NC1=O,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(O)C1NCc2ccc(cc2)OCCOCCOCCOCCNC(=O)C(C(C)C)NC1=O
O=C1N(Cc2ccccc2)C(Cc2ccccc2)P(=O)(O)C(Cc2ccccc2)N1Cc1ccccc1,O=C1N(Cc2ccccc2)C(Cc2ccccc2)P(=O)(O)C(Cc2ccccc2)N1Cc1ccccc1
Cc1cc(SC2=C(O)CC(C)(CCc3ccc(O)cc3)OC2=O)c(C(C)(C)C)cc1N,Cc1cc(SC2=C(O)CC(C)(CCc3ccc(O)cc3)OC2=O)c(C(C)(C)C)cc1N
CCCC(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(=O)NS(=O)(=O)c1ccccc1,CCCC(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)C)C(=O)NS(=O)(=O)c1ccccc1
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cnc4c(c3)-c3cc5c(F)cccc5n3CC4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cnc4c(c3)-c3cc5c(F)cccc5n3CC4)cc12
CC(C)C(NC(=O)N1CCN(Cc2ccccc2)CC1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)N1CCN(Cc2ccccc2)CC1)C(C)C,CC(C)C(NC(=O)N1CCN(Cc2ccccc2)CC1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)N1CCN(Cc2ccccc2)CC1)C(C)C
COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)N4C3)nc(-c3ccc(F)cc3)nc2c1C,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)N4C3)nc(-c3ccc(F)cc3)nc2c1C
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(CN3CC(F)C3)C4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(CN3CC(F)C3)C4)cc12
CC(C)C(NC(=O)OCCN1CCOCC1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCCN1CCOCC1)C(C)C,CC(C)C(NC(=O)OCCN1CCOCC1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCCN1CCOCC1)C(C)C
NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)c1cc2sccc2s1)C(=O)NC(C(N)=O)c1ccc(OCc2c(Cl)cccc2Cl)cc1,NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)c1cc2sccc2s1)C(=O)NC(C(N)=O)c1ccc(OCc2c(Cl)cccc2Cl)cc1
CCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C)C(=O)O,CCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C)C(=O)O
CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(NC(=O)C5CCCN5C(=O)C(Cc5ccccc5)N(C)C)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1,CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(NC(=O)C5CCCN5C(=O)C(Cc5ccccc5)N(C)C)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1
COc1cnc(OC2CC(C(=O)NC3(C(=O)NS(=O)(=O)C4CC4)CC3C3CC3)N(C(=O)C(NC(=O)OC(C)C(F)(F)F)C(C)(C)C)C2)c2cc(Cl)ccc12,COc1cnc(OC2CC(C(=O)NC3(C(=O)NS(=O)(=O)C4CC4)CC3C3CC3)N(C(=O)C(NC(=O)OC(C)C(F)(F)F)C(C)(C)C)C2)c2cc(Cl)ccc12
CCC(C)C(NC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(NC(=O)COc1cccc2ccccc12)C(C)O)C(C)C)C(=O)N(C)c1ccccn1,CCC(C)C(NC(=O)C(CC(O)C(CC1CCCCC1)NC(=O)C(NC(=O)COc1cccc2ccccc12)C(C)O)C(C)C)C(=O)N(C)c1ccccn1
CC(C)CC(NC(=O)C(Cc1cccc2ccccc12)CC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(N)=O,CC(C)CC(NC(=O)C(Cc1cccc2ccccc12)CC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)NC(Cc1ccccc1)C(N)=O
C#Cc1csc(-c2cc(OC3CC4C(=O)N(C)CCCCC=CC5CC5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)c3ccc(OC)c(C)c3n2)n1,C#Cc1csc(-c2cc(OC3CC4C(=O)N(C)CCCCC=CC5CC5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)c3ccc(OC)c(C)c3n2)n1
CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)OC1COC2OCCC12
CCC(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)C=C1C(=O)NC(C(=O)NC(C(=O)OC)C1CCCCC1)C(C)C)C(=O)O,CCC(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)C=C1C(=O)NC(C(=O)NC(C(=O)OC)C1CCCCC1)C(C)C)C(=O)O
CNC(=O)c1c(-n2ccccc2=O)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12,CNC(=O)c1c(-n2ccccc2=O)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12
CCCC1(CCc2ccccc2)OC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccccn3)c2)=C(O)O1,CCCC1(CCc2ccccc2)OC(=O)C(C(CC)c2cccc(NS(=O)(=O)c3ccccn3)c2)=C(O)O1
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(COC(=O)C3CCCN3C(=O)OC)O4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(COC(=O)C3CCCN3C(=O)OC)O4)cc12
