src,trg
C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)C(NC(=O)OC(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)c(C=C)c1,C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)C(NC(=O)OC(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)c(C=C)c1
Cc1coc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5nc(C)co5)c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)c2)n1,Cc1coc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5nc(C)co5)c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)c2)n1
C=CCNC(=O)C(=O)C1CCCCCCCOCC(NC(=O)NC(CN(C)S(=O)(=O)c2cccs2)C(C)(C)C)C(=O)N2CC3C(C2C(=O)N1)C3(C)C,C=CCNC(=O)C(=O)C1CCCCCCCOCC(NC(=O)NC(CN(C)S(=O)(=O)c2cccs2)C(C)(C)C)C(=O)N2CC3C(C2C(=O)N1)C3(C)C
C=COCCN1C(=O)N(CCOC=C)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1,C=COCCN1C(=O)N(CCOC=C)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1
CCCC(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OCCCCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)C(=O)NC1CCCC1,CCCC(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OCCCCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)C(=O)NC1CCCC1
CCC(NC(=O)C1CC(OCc2ccccc2)CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)O,CCC(NC(=O)C1CC(OCc2ccccc2)CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)O
C=C(C)CN1C(=O)N(CC(=C)C)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1,C=C(C)CN1C(=O)N(CC(=C)C)C(Cc2ccccc2)C(O)C(O)C1Cc1ccccc1
O=c1oc2c(c(O)c1C(c1cccc(NS(=O)(=O)c3cc(Cl)ccc3Cl)c1)C1CC1)CCCCCC2,O=c1oc2c(c(O)c1C(c1cccc(NS(=O)(=O)c3cc(Cl)ccc3Cl)c1)C1CC1)CCCCCC2
C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cccc(OC)c23)CN1C(=O)C(NC(=O)C(NC(C)=O)C1CCCCC1)C(C)C)C(=O)O,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cccc(OC)c23)CN1C(=O)C(NC(=O)C(NC(C)=O)C1CCCCC1)C(C)C)C(=O)O
Cc1cc(SC2=C(O)CC(CCc3ccoc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO,Cc1cc(SC2=C(O)CC(CCc3ccoc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1CO
CCCNS(=O)(=O)Oc1cc(C(C)(C)C)c(SC2=C(O)CC(C)(CCc3ccc(O)cc3)OC2=O)cc1C,CCCNS(=O)(=O)Oc1cc(C(C)(C)C)c(SC2=C(O)CC(C)(CCc3ccc(O)cc3)OC2=O)cc1C
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccc(N)cc1)C(=O)NC1c2ccccc2CC1O,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CC(Cc1ccc(N)cc1)C(=O)NC1c2ccccc2CC1O
CC(=O)c1ccc(-c2cc(NS(=O)(=O)c3ccccc3C)c(C(=O)O)s2)cc1,CC(=O)c1ccc(-c2cc(NS(=O)(=O)c3ccccc3C)c(C(=O)O)s2)cc1
O=c1oc2c(c(O)c1C(c1cccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)c1)C1CC1)CCCCCC2,O=c1oc2c(c(O)c1C(c1cccc(NS(=O)(=O)c3cc(Cl)cc(Cl)c3)c1)C1CC1)CCCCCC2
O=C(NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)OC1CCOC1,O=C(NC(Cc1ccccc1)C(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O)OC1CCOC1
Nc1nc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccccc2)cs1,Nc1nc(-c2[nH]c3ccc(Cl)cc3c2S(=O)(=O)c2ccccc2)cs1
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CCC(NCC(C)(C)C(N)=O)c1ccc(Cl)c(C(=O)c2cccnc2)c1F,CCC(NCC(C)(C)C(N)=O)c1ccc(Cl)c(C(=O)c2cccnc2)c1F
CCOc1cc(OC2CC3C(=O)NC4(C(=O)NS(=O)(=O)C5CC5)CC4C=CCCCCN(C)C(=O)C3C2)c2ccc3c(c2n1)OCO3,CCOc1cc(OC2CC3C(=O)NC4(C(=O)NS(=O)(=O)C5CC5)CC4C=CCCCCN(C)C(=O)C3C2)c2ccc3c(c2n1)OCO3
COc1ccc2c(Oc3ccc(C(NC(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NC(CC(F)F)C(=O)NS(=O)(=O)C4CC4)cc3)cc(-c3ccccc3)nc2c1,COc1ccc2c(Oc3ccc(C(NC(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NC(CC(F)F)C(=O)NS(=O)(=O)C4CC4)cc3)cc(-c3ccccc3)nc2c1
C=CC1CC1(NC(=O)C1CC(Oc2ccnc3ccccc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)O,C=CC1CC1(NC(=O)C1CC(Oc2ccnc3ccccc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)O
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5cccc(C#N)c5n3CO4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5cccc(C#N)c5n3CO4)cc12
O=C1N(Cc2ccccc2)C(Cc2c[nH]c3ccccc23)C(O)C(O)C(Cc2c[nH]c3ccccc23)N1Cc1ccccc1,O=C1N(Cc2ccccc2)C(Cc2c[nH]c3ccccc23)C(O)C(O)C(Cc2c[nH]c3ccccc23)N1Cc1ccccc1
COC(=O)C(NC(=O)C(NC(=O)CCC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)N)C(C)C)C(C)C,COC(=O)C(NC(=O)C(NC(=O)CCC(O)C(Cc1ccccc1)NC(=O)C(C)NC(=O)C(C)N)C(C)C)C(C)C
CNC(=O)c1c(C(=O)N(C)C)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12,CNC(=O)c1c(C(=O)N(C)C)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12
C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCN1C(C)C)C1CCCC1)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N1CCCC1,C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCN1C(C)C)C1CCCC1)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N1CCCC1
CN(C)c1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1,CN(C)c1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
O=C1N(Cc2ccc3[nH]ncc3c2)C(Cc2ccccc2)C(O)C(O)C23CCC(CC2)N13,O=C1N(Cc2ccc3[nH]ncc3c2)C(Cc2ccccc2)C(O)C(O)C23CCC(CC2)N13
NCCCCC(NC(=O)CCCc1ccccc1)C(=O)NC(CCCCN)C(=O)NCCCCN=C(N)N,NCCCCC(NC(=O)CCCc1ccccc1)C(=O)NC(CCCCN)C(=O)NCCCCN=C(N)N
CCC(NC)c1ccc(Cl)c(C(=O)c2ccc(N)nc2)c1F,CCC(NC)c1ccc(Cl)c(C(=O)c2ccc(N)nc2)c1F
CC(C)(C)NC(=O)c1ccccc1CC(O)C(Cc1ccccc1)NC(=O)C(CS(=O)(=O)c1ccc2ccccc2n1)NS(C)(=O)=O,CC(C)(C)NC(=O)c1ccccc1CC(O)C(Cc1ccccc1)NC(=O)C(CS(=O)(=O)c1ccc2ccccc2n1)NS(C)(=O)=O
CC(C)(C)NC(=O)c1ccccc1CC(O)C(Cc1ccccc1)NC(=O)C(CSCc1ccccc1)NS(C)(=O)=O,CC(C)(C)NC(=O)c1ccccc1CC(O)C(Cc1ccccc1)NC(=O)C(CSCc1ccccc1)NS(C)(=O)=O
Cc1cc(SC2=C(O)CC(CCc3ccc(O)cc3)(CC(C)C)OC2=O)c(C(C)(C)C)cc1N,Cc1cc(SC2=C(O)CC(CCc3ccc(O)cc3)(CC(C)C)OC2=O)c(C(C)(C)C)cc1N
NCCCCC(N)C(=O)NC(CCCCN)C(=O)NCCCCN=C(N)N,NCCCCC(N)C(=O)NC(CCCCN)C(=O)NCCCCN=C(N)N
CC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NCCCCN=C(N)N,CC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NCCCCN=C(N)N
CCC(NCC(C)C(N)=O)c1ccc(Cl)c(C(=O)c2cccnc2)c1F,CCC(NCC(C)C(N)=O)c1ccc(Cl)c(C(=O)c2cccnc2)c1F
CCCC(NC(=O)C1CC(OC(=O)N2Cc3ccccc3C2)CN1C(=O)C(NS(C)(=O)=O)C(C)(C)C)B1OC2CC3CC(C3(C)C)C2(C)O1,CCCC(NC(=O)C1CC(OC(=O)N2Cc3ccccc3C2)CN1C(=O)C(NS(C)(=O)=O)C(C)(C)C)B1OC2CC3CC(C3(C)C)C2(C)O1
COc1ccc(-c2nc(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)N4C3)c3ccc(OC)c(C)c3n2)cc1,COc1ccc(-c2nc(OC3CC4C(=O)NC5(C(=O)NS(=O)(=O)C6CC6)CC5C=CCCCCN(C)C(=O)N4C3)c3ccc(OC)c(C)c3n2)cc1
Cc1cc(SC2=C(O)CC(CCc3ccc(O)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1OS(=O)(=O)N(C)C,Cc1cc(SC2=C(O)CC(CCc3ccc(O)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1OS(=O)(=O)N(C)C
C=CCNC(=O)C(=O)C(CC1CC1)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CC(C)(C)CC1=O)C(C)(C)C)C(C)(C)C)C2(C)C,C=CCNC(=O)C(=O)C(CC1CC1)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CC(C)(C)CC1=O)C(C)(C)C)C(C)(C)C)C2(C)C
CNC(=O)c1c(-c2ccc(C(F)(F)F)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12,CNC(=O)c1c(-c2ccc(C(F)(F)F)nc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12
CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3CCc4c(F)ccc(F)c4C3)CN2C1=O,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)C2CC2)NC(=O)C2CC(OC(=O)N3CCc4c(F)ccc(F)c4C3)CN2C1=O
C=CCNC(=O)C(=O)C(CCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC1(C3CCCCS3(=O)=O)CCCCC1)C(C)(C)C)C2(C)C,C=CCNC(=O)C(=O)C(CCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC1(C3CCCCS3(=O)=O)CCCCC1)C(C)(C)C)C2(C)C
CCC(C)C(NC(=O)C1CCCN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1c(I)cc(O)cc1I)NC(=O)OC(C)(C)C)C(=O)NC(C(=O)OC)C(C)C,CCC(C)C(NC(=O)C1CCCN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(Cc1c(I)cc(O)cc1I)NC(=O)OC(C)(C)C)C(=O)NC(C(=O)OC)C(C)C
COc1ccc2c(OC3CC4C(=O)N(C)CCCCC=CC5CC5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)cc(-n3cc(C(C)C)nn3)nc2c1Cl,COc1ccc2c(OC3CC4C(=O)N(C)CCCCC=CC5CC5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)cc(-n3cc(C(C)C)nn3)nc2c1Cl
CONC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NOC)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1,CONC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)NOC)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
Cc1ccc2oc(=O)c3cc(N)ccc3c2c1,Cc1ccc2oc(=O)c3cc(N)ccc3c2c1
CCC(NC(C)CC(N)=O)c1ccc(Cl)c(C(=O)c2ccc(-n3cccn3)nc2)c1F,CCC(NC(C)CC(N)=O)c1ccc(Cl)c(C(=O)c2ccc(-n3cccn3)nc2)c1F
CC(=O)NC(CS(=O)(=O)c1ccc2ccccc2c1)C(=O)NC(Cc1ccccc1)C(O)Cc1ccccc1C(=O)NC(C)(C)C,CC(=O)NC(CS(=O)(=O)c1ccc2ccccc2c1)C(=O)NC(Cc1ccccc1)C(O)Cc1ccccc1C(=O)NC(C)(C)C
C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCN1CC)C1(C)CCCCC1)C1(C)CCCCC1)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N(CC)CC,C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCN1CC)C1(C)CCCCC1)C1(C)CCCCC1)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N(CC)CC
COC(=O)N(C)C(Cc1ccccc1)C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,COC(=O)N(C)C(Cc1ccccc1)C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1
CC(C)(CO)OC(=O)NC(Cc1ccccc1)C(O)CNCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)CO,CC(C)(CO)OC(=O)NC(Cc1ccccc1)C(O)CNCC(O)C(Cc1ccccc1)NC(=O)OC(C)(C)CO
CC(C)(C)NC(=O)c1ccccc1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1,CC(C)(C)NC(=O)c1ccccc1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1
CCC(Nc1cccc(CCNC(=O)C(CC(F)F)NC(=O)C2CC(C3CCCCC3)CN2C(=O)C(NC(=O)OCC(C)C)C(C)C)c1)C(=O)O,CCC(Nc1cccc(CCNC(=O)C(CC(F)F)NC(=O)C2CC(C3CCCCC3)CN2C(=O)C(NC(=O)OCC(C)C)C(C)C)c1)C(=O)O
COC(=O)NC(Cc1cccc2ccccc12)C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1,COC(=O)NC(Cc1cccc2ccccc12)C(=O)NCCCCC(CO)N(CC(C)C)S(=O)(=O)c1ccc(N)cc1
CCC(CC)CN1C(=O)SC(=Cc2ccc(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(C(N)=O)c3ccccc3)cc2)C1=O,CCC(CC)CN1C(=O)SC(=Cc2ccc(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCCN)C(=O)NC(C(N)=O)c3ccccc3)cc2)C1=O
CCC(NC(=O)C1CC(C)(NC(=O)Nc2cccc(F)c2)c2ncc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2C3CC(CC2(C)O1)C3(C)C,CCC(NC(=O)C1CC(C)(NC(=O)Nc2cccc(F)c2)c2ncc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2C3CC(CC2(C)O1)C3(C)C
O=C(Nc1ccccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccccn4)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1,O=C(Nc1ccccn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccccn4)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
O=C(Nc1ccccc1C(=O)NC(CCC(O)C(Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1)Cc1ccccc1)OCc1ccccn1,O=C(Nc1ccccc1C(=O)NC(CCC(O)C(Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1)Cc1ccccc1)OCc1ccccn1
CN(C)C(=O)C(NC(=O)CNC(=O)C(=O)C(CC1CCC1)NC(=O)C1C2CCC(C2)N1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)c1ccccc1,CN(C)C(=O)C(NC(=O)CNC(=O)C(=O)C(CC1CCC1)NC(=O)C1C2CCC(C2)N1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)c1ccccc1
CNC(=O)c1c(-c2cnc(C(C)(C)O)s2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12,CNC(=O)c1c(-c2cnc(C(C)(C)O)s2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CC4)cc12
C=CC1CC1(NC(=O)C1CN(S(=O)(=O)c2ccccc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,C=CC1CC1(NC(=O)C1CN(S(=O)(=O)c2ccccc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C(C)(C)N1CCCCC1)C(C)(C)C)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N1CCCC1,C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C(C)(C)N1CCCCC1)C(C)(C)C)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N1CCCC1
COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)c2cccc(N)c2C)cc1,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)c2cccc(N)c2C)cc1
O=c1oc2c(c(O)c1C(c1cccc(NS(=O)(=O)c3ccccc3)c1)C1CC1)CCCCCC2,O=c1oc2c(c(O)c1C(c1cccc(NS(=O)(=O)c3ccccc3)c1)C1CC1)CCCCCC2
C=Cc1cc(C(NC(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1,C=Cc1cc(C(NC(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)Nc2ccc(C(=O)NS(=O)(=O)c3ccc(C(F)(F)F)cc3)cc2)ccc1Oc1cc(OC)nc(-c2ccccc2)n1
O=C1N(Cc2ccc(F)c(NCc3nc4ccccc4[nH]3)c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1,O=C1N(Cc2ccc(F)c(NCc3nc4ccccc4[nH]3)c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1ccc2[nH]ncc2c1
C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)OCC(C)(C)CCCCCc1nc3ccc(OC)cc3cc1O2)C(=O)NS(=O)(=O)C1CC1,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)OCC(C)(C)CCCCCc1nc3ccc(OC)cc3cc1O2)C(=O)NS(=O)(=O)C1CC1
NCCCCC(NC(=O)C(Cc1ccc(N=C(N)N)cc1)NC(=O)CCc1ccccc1)C(=O)NC(C(N)=O)c1ccccc1,NCCCCC(NC(=O)C(Cc1ccc(N=C(N)N)cc1)NC(=O)CCc1ccccc1)C(=O)NC(C(N)=O)c1ccccc1
CC1C(OC(=O)NC(CSc2ccccc2)C(O)CN2CC3CCSC3CC2C(=O)NC(C)(C)C)CCS1(=O)=O,CC1C(OC(=O)NC(CSc2ccccc2)C(O)CN2CC3CCSC3CC2C(=O)NC(C)(C)C)CCS1(=O)=O
O=C(O)Cc1cccc(C(=O)c2ccc(Cl)cc2)c1C(=O)O,O=C(O)Cc1cccc(C(=O)c2ccc(Cl)cc2)c1C(=O)O
O=C(Nc1nnc(C(F)(F)F)s1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nnc(C(F)(F)F)s4)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1,O=C(Nc1nnc(C(F)(F)F)s1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4nnc(C(F)(F)F)s4)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
C=CC1CC1(NC(=O)C1CN(S(=O)(=O)c2ccc(C#N)cc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,C=CC1CC1(NC(=O)C1CN(S(=O)(=O)c2ccc(C#N)cc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
NC(=O)OC1Cc2ccccc2C1C1=CNC(Cc2ccccc2)(CC(O)C(Cc2ccccc2)NC(=O)OC2CCOC2)C1=O,NC(=O)OC1Cc2ccccc2C1C1=CNC(Cc2ccccc2)(CC(O)C(Cc2ccccc2)NC(=O)OC2CCOC2)C1=O
CC(C)(C)C1C(O)=C(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)C(=O)N1Cc1ccc(F)c(Cl)c1,CC(C)(C)C1C(O)=C(C2=CS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)C(=O)N1Cc1ccc(F)c(Cl)c1
Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CN1CCC(SCc2cccnc2)CC1C(=O)NC(C)(C)C,Cc1cccc(C)c1OCC(=O)NC(Cc1ccccc1)C(O)CN1CCC(SCc2cccnc2)CC1C(=O)NC(C)(C)C
CC(C)c1ccccc1Sc1c(O)cc(-c2cccc(-c3ccccc3)c2)oc1=O,CC(C)c1ccccc1Sc1c(O)cc(-c2cccc(-c3ccccc3)c2)oc1=O
CCc1ccccc1C(=O)NC(Cc1ccccc1)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1,CCc1ccccc1C(=O)NC(Cc1ccccc1)C(O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1
CCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C)C(=O)C(F)(F)F,CCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C)C(=O)C(F)(F)F
O=S1(=O)N(Cc2cccc(-c3cccs3)c2)C(COc2ccccc2)C(O)C(O)C(COc2ccccc2)N1Cc1cccc(-c2cccs2)c1,O=S1(=O)N(Cc2cccc(-c3cccs3)c2)C(COc2ccccc2)C(O)C(O)C(COc2ccccc2)N1Cc1cccc(-c2cccs2)c1
CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C)C(=O)O,CCC(C)C(NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C)C(=O)O
CCC(C)C(NC(=O)C1CCCN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(C)=O)C(=O)NC(C(N)=O)C(C)C,CCC(C)C(NC(=O)C1CCCN1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(C)=O)C(=O)NC(C(N)=O)C(C)C
CC(C)(C)NC(=O)Nc1nc(Cl)c(CCc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O,CC(C)(C)NC(=O)Nc1nc(Cl)c(CCc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O
CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(C(=O)OC)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(C(=O)OC)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3CO4)cc12
C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(SC)ccc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)O,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(SC)ccc23)CN1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)O
CC(C)(C)c1ccc(CC2C(O)C(O)C(Cc3ccc(C(C)(C)C)cc3)N(Cc3ccc4[nH]nc(N)c4c3)C(=O)N2Cc2ccc3[nH]nc(N)c3c2)cc1,CC(C)(C)c1ccc(CC2C(O)C(O)C(Cc3ccc(C(C)(C)C)cc3)N(Cc3ccc4[nH]nc(N)c4c3)C(=O)N2Cc2ccc3[nH]nc(N)c3c2)cc1
COc1ccc(S(=O)(=O)N(CC2CC2)CC(O)C(Cc2ccccc2)NC(=O)C2CN(c3ccc(C(C)=O)cc3)C(=O)O2)cc1,COc1ccc(S(=O)(=O)N(CC2CC2)CC(O)C(Cc2ccccc2)NC(=O)C2CN(c3ccc(C(C)=O)cc3)C(=O)O2)cc1
CC(C)C(C(=O)NC1C(O)=Cc2ccccc21)C(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12,CC(C)C(C(=O)NC1C(O)=Cc2ccccc21)C(O)C(O)C(CC1CCCCC1)NC(=O)C(Cc1cnc[nH]1)NC(=O)COc1cccc2ccccc12
