standard_inchi_key,canonical_smiles
YGKWCOBHVTXLBU-CIBRAPPLSA-N,COc1ccc2c(OC3CC(C(=O)Nc4ccccc4C(=O)NS(=O)(=O)c4ccc(C(F)(F)F)cc4)N(C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C3)cc(-c3ccccc3)nc2c1
PMFDBJMZGOMLEP-FBQZJRKBSA-N,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(Cc1ccccc1)NC(=O)C1CCSC1
VRSJYTMZDYBQTL-LOYHVIPDSA-N,O=C(c1ccccc1)N1CC(O)C(Cc2ccccc2)N(Cc2ccc(O)cc2)C(=O)N1Cc1ccc(O)cc1
YGTUPRIZNBMOFV-UHFFFAOYSA-N,O=C(O)c1ccccc1C(=O)c1ccc(O)cc1
VSLIGPCKTAQATB-PHGWGBOVSA-N,CCCC(NC(=O)C1C2CCC(C2)N1C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)C(=O)NCC(=O)OCc1ccccc1
PEXOFRMNHPJUAP-UOEWDOBQSA-N,CC(C)C(C(=O)NC1Cc2ccccc2C1O)C(O)C(O)C(CC1CCCCC1)NC(=O)c1ncccc1OCOc1ccccc1
DIUNTAZOKGKMLJ-ATAZIPLOSA-N,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNCC(O)C(Cc1ccccc1)NC(=O)C(O)c1ccccc1
YEPBUHWNLNKZBW-FDVAVYTKSA-N,COc1ccc2c(OC3CCN4C(=O)N(C)CCCCC=CC5CC5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)C4C3)cc(-c3nc(C(F)(F)F)cs3)nc2c1C
DHURVCCJNXTVJV-OIFRRMEBSA-N,CC(C)(C)NC(=O)c1ccccc1CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1cnc2ccccc2c1
USPVZNGEOQQYLK-RNATXAOGSA-N,O=C1N(Cc2cccc(-c3cn[nH]c3)c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1cccc(-c2cn[nH]c2)c1
BKEJRFPRBYUSFN-SJCJKPOMSA-N,CCC(NC(C)CC(N)=O)c1ccc(Cl)c(C(=O)c2cccc(CO)c2)c1F
UYIDPTWMZFMUKR-VUCAYNMSSA-N,CC1OCCC1OC(=O)NC(CSc1ccccc1)C(O)CN1CC2CCSC2CC1C(=O)NC(C)(C)C
BHALKRHIAOUWNH-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4nnn(Cc5ccc(F)cc5OC)c(=O)c4c3)cc12
JDXZHKMNQWWGHP-QMOBXOPCSA-N,COc1ccc2c(OC3CC(C(=O)Nc4cccc(C(=O)O)c4)N(C(=O)C(NC(=O)OC(C)(C)C)C(C)(C)C)C3)cc(-c3ccccc3)nc2c1
HPZHVLWFMURXBI-VNXDFUDDSA-N,O=C(Nc1ccc(C(F)(F)F)cn1)c1cccc(CN2C(=O)N(Cc3cccc(C(=O)Nc4ccc(C(F)(F)F)cn4)c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
XLKBYDNSGHTQFU-UHFFFAOYSA-N,Cc1ccc(C(C)(C)C)c(SC2=C(O)CC(CCc3ccccc3)(c3ccc(N)cc3)OC2=O)c1
NSDWBNDWEUEGOK-UHFFFAOYSA-N,CNC(=O)c1c2cc(C3CC3)c(N(CCCNC(=O)c3ncoc3C)S(C)(=O)=O)cc2nn1-c1ccc(Br)cc1
GSKXBACYXGUSPY-XHEPKHHKSA-N,CC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(N)CC(=O)O)C(=O)NC(C(=O)N1CCCC1C(=O)NC(CCc1ccc(Br)cc1)B1OC2CC3CC(C3(C)C)C2(C)O1)C(C)C
QSIWFKVOYHEXCG-GAMJHWMLSA-N,COc1ccc2c(OC3CC4C(=O)N(C)CCCCC=CC5CC5(C(=O)NS(=O)(=O)C5(C)CC5)NC(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1Cl
BZQZBWXTHFSAGP-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)n2nc(OC(=O)c3c(F)cccc3F)cc2N)cc1
KIHOETJLGKXHER-UHFFFAOYSA-N,Cc1cc(SC2=C(O)CC(CCc3ccc(O)cc3)(C(C)C)OC2=O)c(C(C)(C)C)cc1OS(C)(=O)=O
KDXDWVNUODBVJT-WZJLIZBTSA-N,Cc1ccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)cc1N
IQLJHEZBBIYHSQ-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5c(F)cccc5n3C(C(=O)NC)O4)cc12
BHIWBIFSAJDGCM-LJAQVGFWSA-N,CC(C)CN(C(CO)CCCCNC(=O)CN(Cc1cccc(F)c1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
LETUUQQGDRSIEO-MUPNWXRXSA-N,CC(C)C1C(OC(=O)NC(Cc2ccccc2)C(O)CN2CCN(C3CCCC3)CC2C(=O)NC(C)(C)C)CCS1(=O)=O
MTLGMDAKLHZMRW-GYUKIKGESA-N,CC1(C)CCCCc2cccc3c2CN(C3)C(=O)OC2CC(C(=O)NC3CCCOB3O)N(C2)C(=O)C(C(C)(C)C)NC(=O)OC1
YILKMNGFIRZKDL-IYQSZBERSA-N,CC(C)CC1C(=O)N(C(CC(C)C)C(=O)NC(Cc2ccccc2)C(=O)O)C(=O)C1c1ccc(O)cc1
YTFCSSVQWPIYSC-UJJWWUJUSA-N,C=CCNC(=O)C(=O)C(CCCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)CCN(C)C1=O)C(C)(C)C)C(C)(C)C)C2(C)C
LEERABIXWHCMLC-UHFFFAOYSA-N,CC1CCCCN1CCCN1CC(=O)N(CCc2ccc(F)cc2)CC1=O
RZTOBLXFOIFPNA-CWIYOQQCSA-N,CCC(C)C(NC(=O)CC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)C(CC(C)C)NC(=O)C(CO)NC(=O)OC(C)(C)C)C(=O)NC(C(=O)OC)C(C)C
OXGUCUVFOIWWQJ-HQBVPOQASA-N,CC1OC(Oc2c(-c3ccc(O)c(O)c3)oc3cc(O)cc(O)c3c2=O)C(O)C(O)C1O
WFVLXAJTZZDGIZ-LJAQVGFWSA-N,CC(C)CN(C(CCCCNC(=O)OCC1c2ccccc2-c2ccccc21)C(=O)O)S(=O)(=O)c1ccccc1
RPBSFZDTDMVZQT-KPWVOAKYSA-N,CC(CC(N)=O)NC(c1ccc(Cl)c(C(=O)c2ccc3c(c2)OCC(=O)N3)c1F)C1CC1
HYXHDWFLOFGDME-ITDZFPRDSA-N,CC(=O)NC(C(=O)NC(C(=O)C1CC(Oc2ccccc2-c2ccccc2)CC1C(=O)CC1(C(=O)O)CC1)C(C)C)C1CCCCC1
LHXRHHQWXUVZEO-TZFCQGSCSA-N,O=C(NC(Cc1ccccc1)C(O)CN1CCCCCC12C(=O)Nc1ccccc12)OC1COC2OCCC12
OPGMBBOOHWIFIQ-JEGXQRANSA-N,COC(Cc1cccc(CN2C(COc3ccccc3)C(O)C(O)C(COc3ccccc3)N(Cc3cccc(CC(OC)OC)c3)S2(=O)=O)c1)OC
VPJCWKONLYRNCV-UHFFFAOYSA-N,Cc1cc(SC2=C(O)CC(CCc3ccc(O)cc3)(C3CCCC3)OC2=O)c(C(C)(C)C)cc1NS(=O)(=O)c1ccccc1
GQQTWRWKYVKKBO-UHFFFAOYSA-N,CSCCC(C(=O)O)N1C(=O)C(CC(C)C)=C(c2ccc(OCC=C(C)C)cc2)C1=O
SNDNVFWPJDWEQH-ZRTHHSRSSA-N,Nc1n[nH]c2ccc(CN3C(=O)N(Cc4ccc5[nH]nc(N)c5c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)cc12
XCEAUELSIXURQB-UUILKARUSA-N,Cc1ccc(S(=O)(=O)Nc2ccc(C(=O)C=Cc3ccc(O)c(O)c3)cc2)cc1
KGLXFRRLZYLFHH-WZJLIZBTSA-N,O=C(Nc1ncc[nH]1)c1cccc(CN2C(=O)N(Cc3ccccc3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
MSBVHIWAXMMCPU-UHFFFAOYSA-N,Cc1ccccc1NC(=O)Nc1cccc([N+](=O)[O-])c1
ICTQRPRKGRPVHA-UHFFFAOYSA-N,CCCC(CC)(CC)N(CCO)C(=O)c1ccccc1CC(O)CCc1ccccc1C(=O)N(CCO)C(C)(C)C
FWYWFSBDPAOVKE-AWEZNQCLSA-N,CCC(NC(=O)CCN)c1ccc(Cl)c(C(=O)c2cccnc2)c1F
NPRGBQREGMCURE-YTUWVCBBSA-N,C=CCC1OCC(Cc2ccccc2)N(CC(O)CN(CC2CCCC2)S(=O)(=O)c2ccc(OC)cc2)C1=O
YCKPKQXRQQMHGW-NLDQBLENSA-N,CCCC(NC(=O)C1CCCN1C(=O)C(NC(=O)OCC(C)C)C(C)C)C(=O)C(=O)NCC(=O)NC(Cc1ccc2ccccc2c1)C(N)=O
YFZVFQBCEGKXAR-QRFOMYQOSA-N,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)C(NC(=O)NC1CCCC1)C(C)(C)C)C(=O)O
ZRXZLKQGGGRERR-YAUXLTKRSA-N,CCC(NC(=O)C1CC(OCc2ccccc2)CN1C(=O)C(NC(=O)C(NC(=O)c1cnccn1)C(C)C)C(C)C)C(=O)C(=O)c1ccccc1
ZEVMAWZDVJKZCY-FWEHEUNISA-N,CC(C)C1NC(=O)C(NC(=O)C(O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)Cc2ccc(cc2)OCCCNC1=O
RHMXXJGYXNZAPX-UHFFFAOYSA-N,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O
IAJDHQMVDOYTBK-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccc(F)cc2)oc2nc(NCC(F)(F)F)c(-c3cccc(C(=O)NC4(c5nc(C)no5)CC4)c3)cc12
MSDGOVJFEYNQLT-ZOMNBDOOSA-N,COc1ccc2c(OC3CC4C(=O)NC5(P(=O)(O)Cc6c(F)cccc6F)CC5CCCCCCCC(NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1F
IDKCAQJAGNTIHF-UHFFFAOYSA-N,CCN(C(=O)c1ccc(C)cc1)c1cc(-c2ccccc2)sc1C(=O)O
CFGOUUWGBUPZCL-GUFHCOKKSA-N,CC(C)(C)NC(=O)C1CN(Cc2cnc3c(c2)CCO3)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O
LFGJUVNTHXGQFQ-KTKZDIBBSA-N,Cc1cc(C)nc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5cc(C)cc(C)n5)c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)c2)c1
YEUVAERQUOTPMQ-NHPGAEOSSA-N,CC(=NO)c1cccc(COC(=O)CCCCC2SCC3C2N(Cc2cccc(C(C)=NO)c2)C(=O)N3Cc2cccc(C(C)=NO)c2)c1
ZMJRHYQUCHVNCJ-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cnc4c(n3)-c3cc5c(C#N)cccc5n3CO4)cc12
IHODBPCLZSTYMS-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)-c3cc5ccc(F)cc5n3CO4)cc12
ICDNOXRGCRALSG-UHFFFAOYSA-N,CNC(=O)c1c2cc(C3CC3)c(N(CCCNC(=O)c3nonc3C)S(C)(=O)=O)cc2nn1-c1ccc(Br)cc1
BIIXNNBFPDLKGT-QPRZKULMSA-N,COc1ccc2c(OC3CC4C(=O)NC5(C(=O)O)CC5C=CCCCCCCS(=O)(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C
ZFHLJHZZZQIWTQ-XFASLETNSA-N,CC(C)(c1ncc(-c2ccc(Cl)cc2)o1)N1CCN(CC(O)CC(Cc2nnco2)C(=O)NC2CCOCC2O)C(C(=O)NCC(F)(F)F)C1
VRSCWHRYULSOAD-UTYCJNROSA-N,COc1ccc(CN2CC(Cc3ccccc3)N(CC(O)CC(Cc3ccccc3)C(=O)NC3c4ccccc4CC3O)C2=O)cc1
DTAWGRFCAIPHNW-NESHUVNTSA-N,COCC1(S(=O)(=O)NC(=O)C23CC2C=CCCCCCC(NC(=O)OC(C)(C)C)C(=O)N2CC(OC(=O)N4Cc5ccccc5C4)CC2C(=O)N3)CC1
VIUNIQLBGWFWBQ-FUTDGGFISA-N,C=CC1CC1(NC(=O)C1CN(c2ccc(-c3ccccc3)cc2)CN1C(=O)C(NC(=O)OC(C)(C)C(F)(F)F)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
ACUNRNHXDMKZIB-XAYNKGEHSA-N,CC(C)C(NC(=O)OCc1cccnc1)C(=O)NC(Cc1ccccc1)C(O)C(O)C(Cc1ccccc1)NC(=O)C(NC(=O)OCc1cccnc1)C(C)C
XAAQIMSKKHAGCE-VEZFOFOUSA-N,CCCC(NC(=O)C1CC2CN1C(=O)C(C1CCCCC1)NC(=O)Nc1cccc(c1)OCCCO2)C(=O)C(=O)NCC(=O)NC(C(=O)N(C)C)c1ccccc1
PFWRPAQOTTVGPB-UHFFFAOYSA-N,CC(C)(C)NC(=O)Nc1nc(Cl)c(CCc2ccccc2)n(CC(=O)Nc2ccccc2C(=O)NS(=O)(=O)c2ccc(C(F)(F)F)cc2)c1=O
PXSJSRFAIZUBRD-ZLISHSJGSA-N,C=CCNC(=O)C(=O)C(CCCC)NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC(CN1C(=O)C3CCC(C3)C1=O)C(C)(C)C)C(C)(C)C)C2(C)C
LUMMUNDAQFULAJ-NITOYNOBSA-N,C=CC1CC1(NC(=O)C1CC2(CN1C(=O)C(NC(=O)C(NC(=O)C1CCCCN1C(C)C)C(C)(C)C)C(C)(C)C)C(C)(C)C21CCC1)C(=O)NS(=O)(=O)N1CCCC1
NKBHMEYBQDSTCC-DHWXLLNHSA-N,CC(C)(C)NC(=O)c1ccccc1CC(O)C(CSc1ccc2ccccc2c1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1
CFTZYHVOOMVXFF-JOQGKIAXSA-N,CCC1C(=O)N(S(C)(=O)=O)C2CCN(C(=O)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(C)=O)C(C)C)C(C)C)C12
BEYIKFKXDNCIOO-YVHASNINSA-N,CC(C)C1NC(=O)C(C(O)C(Cc2ccccc2)NC(=O)OC(C)(C)C)NCc2cccc(c2)OCCOCCNC1=O
IGTUXCDRJMTIFL-UHFFFAOYSA-N,O=c1oc2ccccc2c(O)c1CCOc1ccccc1
LCVYCCGSRMTKOI-PXYBUIOZSA-N,CC(C)(C)NC(=O)C1CC(O)CN1CC(O)CNC(=O)C1NC(C(NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)SC1(C)C
JBIGRQUZMUXGNZ-UDIDDNNKSA-N,CCCCC(NC(=O)c1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)NC(C)C=O
TZEDOGNDLDVTMM-IISJEUGJSA-N,COC(=O)C(NC(=O)C(NC(=O)C(CC(=O)CC(Cc1ccccc1)C(=O)NC(C(=O)NC(C(=O)OC)C(C)C)C(C)C)Cc1ccccc1)C(C)C)C(C)C
IFLXAFUPKOYULS-PNJZTNCASA-N,CC(C)(C)OC(=O)NC1CCCCCC=CC2CC2(C(=O)NS(=O)(=O)c2ccccc2)NC(=O)C2CC(OC(=O)N3Cc4ccccc4C3)CN2C1=O
HOFDOPBUOJYTMQ-UHFFFAOYSA-N,Nc1ccc(-c2cc3c(n2Cc2ccccc2)CCCC3)cc1
WJNUCRCRECFEDH-AISJYMQDSA-N,CC1(N(Cc2ccccc2)CC(O)C(Cc2ccccc2)NC(=O)OC2COC3OCCC23)C(=O)Nc2ccccc21
QVGOLNUEBCOLGS-ZDZKPJIOSA-N,CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNCC(O)C(Cc1ccc(O)cc1)NC(=O)OC(C)(C)C
MEZUDDJEDAEEOE-UHFFFAOYSA-N,CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)C(=O)CCc1ccccc1
QYOVVMQDFYRWQK-PAYMPJQDSA-N,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)C=C1C(=O)NC(C(=O)NC(C(=O)NC)C1CCCCC1)C(C)(C)C)C(=O)O
YWYRHXOIDGHGTC-BIOQCECJSA-N,O=C(Cn1ccnn1)c1cccc(CN2C(=O)N(Cc3ccc4[nH]ncc4c3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)c1
UGSCYOQTKNVPEV-NMNNOPAHSA-N,CN(C)c1ccc2ccc(S(=O)(=O)N3CCN(CC(O)CC(Cc4ccccc4)C(=O)NC4c5ccccc5CC4O)C(C(=O)NC(C)(C)C)C3)cc2n1
FOEKUOOABOINMH-RNATXAOGSA-N,Cc1csc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(C(=O)Nc5nc(C)cs5)c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)c2)n1
GASCXMZEQJQACK-UHFFFAOYSA-N,COc1ccc(S(=O)(=O)n2nc(OC(=O)c3cccs3)cc2N)cc1
HVWSACNCBBMPIU-HNPDWQJRSA-N,CC(C)(C)NC(=O)C1CN(Cc2cc3ccsc3s2)CCN1CC(O)CC(Cc1cccnc1)C(=O)NC1c2ccccc2CC1O
XFVQMELXVQZLOP-UHFFFAOYSA-N,CCC(c1ccccc1)c1c(O)c2c(oc1=O)CCC2
LQAQLNCKFMWKPW-VUKWIJDPSA-N,CC(=O)NC(CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1CCCCC1)C(=O)NC(CS)C(=O)NCCC1CCCCC1)C(c1ccccc1)c1ccccc1
DSWLEQLKPOATFG-GWXMWZDESA-N,C=CCC(NC(=O)C1CC(CCCc2ccc3ccccc3c2)c2c(Cl)nc(NCc3cccc(C(F)(F)F)c3)c(=O)n21)B1OC2CC3CC(C3(C)C)C2(C)O1
NNNSRTOOTNLZLC-DQPRJFCNSA-N,CCC(C)C(NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(=O)NC(C(=O)N1CC(OCc2ccccc2)CC1C(=O)NN(CC)C(=O)NC(C)c1ccccc1)C(C)C
PEIOUVCPTLAOCA-ACXZRTCNSA-N,C=CC1CC1(NC(=O)C1CC(OC)(c2ccc(OC3CCCC3)cc2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
BEBJRSRHZINEQA-OSUVAXNQSA-N,CCC(C)C(NC(=O)C(NC(=O)CCCCCCCCCCCCCCC(=O)NC(CC(=O)NC(Cc1ccccc1)C(=O)O)C(N)=O)C(C)O)C(=O)NC(Cc1ccc(F)c(F)c1)C(N)=O
QEEUAJWVKRIMBK-IYTFMMMVSA-N,O=C(Oc1cccc(CN2C(=O)N(Cc3cccc(OC(=O)c4ccccc4)c3)C(C(F)Cc3ccccc3)C2C(F)Cc2ccccc2)c1)c1ccccc1
VIXNRBIKJLXRRU-AJEBJPKRSA-N,C=CCC(NC(=O)C1CC(CCCc2cccc3ccccc23)c2c(Cl)nc(NCC(C)C)c(=O)n21)B1OC2CC3CC(C3(C)C)C2(C)O1
XUJKOFQIVYUCKQ-PASMDFPHSA-N,Cc1ccc(NC(=O)c2cccc(CN3C(=O)N(Cc4cccc(N)c4)C(Cc4ccccc4)C(O)C(O)C3Cc3ccccc3)c2)nc1
YBFRDIBDOVZICJ-IUMCNCTFSA-N,C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OCCCCC=Cc1ccc3ccnc(c3c1)O2)C(=O)NS(=O)(=O)C1CC1
YQSZHQDSWAVRIF-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc(OC)c4nnn(Cc5ccc(F)cc5)c(=O)c4c3)cc12
ICYAZPDPKQZAJP-UHFFFAOYSA-N,CC(C)CCC1(c2ccccc2)CC(O)=C(SCCc2ccccc2)C(=O)O1
CBVONKNRKVRZIS-HLCMLFPZSA-N,CC(=O)NC(CS(=O)(=O)c1cccc2cccnc12)C(=O)NC(Cc1ccccc1)C(O)CN1CC2CCSC2CC1C(=O)NC(C)(C)C
ZBEZQMBJHMGCQR-WZJLIZBTSA-N,O=C1N(Cc2ccc3nc[nH]c3c2)C(Cc2ccccc2)C(O)C(O)C(Cc2ccccc2)N1Cc1ccc2nc[nH]c2c1
VUAHMYDBJUZKRX-UHFFFAOYSA-N,O=C1OC(c2ccccc2)(c2ccccc2)CC(O)=C1SCCc1ccccc1
GGEKVPJEZSCVNJ-RRPNLBNLSA-N,COc1ccc(S(=O)(=O)N(CC(C)C)CC(O)C(Cc2ccccc2)NC(=O)c2ccccc2OC)cc1
HIYZMSMAHUDEIQ-UHFFFAOYSA-N,O=C(Cn1ccc(=O)[nH]c1=O)Nc1ccc(O)c([N+](=O)[O-])c1
IPFUGNDHFBFCLN-GFOCBTRVSA-N,CCC(CC)NC(=O)CC(C(=O)NCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2ccccc2n1)C(C)(C)C
DZSRMEJOWXVYNO-WZJLIZBTSA-N,N#Cc1ccc(CN2C(=O)N(Cc3ccc(C#N)cc3)C(Cc3ccccc3)C(O)C(O)C2Cc2ccccc2)cc1
CIHQMWXACUCYMF-UHFFFAOYSA-N,CCOc1ccc2c(NNS(=O)(=O)c3ccccc3)c3c(nc2c1)CCCC3
BNSTVDKRZVYCPF-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3cc4c(=O)n(Cc5ccc(F)cc5)nnc4cc3C)cc12
PXCHBYSFVXDSOR-BSQUGRLUSA-N,C=CC1CC1(NC(=O)C(c1ccccc1)n1c(C)c(Cl)nc(NCC(N)=O)c1=O)C(=O)NS(=O)(=O)C1CC1
YAOSIGBNGZRGFR-IKYOIFQTSA-N,CC(C)CN(C(CO)CCCCNC(=O)C(NC(=O)c1ccc(O)cc1)C(c1ccccc1)c1ccccc1)S(=O)(=O)c1ccc(N)cc1
OYJORTMUIDMXOI-VAASOWBASA-N,CC(C)c1ccc2c(Nc3cc(C#Cc4ccc(NC(=O)C5CCCN5C(=O)C(c5ccccc5)N(C)C)cc4)ccc3Sc3ccc(N)cc3)ncnc2n1
FJOFDNLXSMNNHW-UHFFFAOYSA-N,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(C)S(C)(=O)=O)c(-c3ccc4c(n3)NC(c3cccc(F)c3)NC4=O)cc12
UUOWXFGVOWEPCF-UNCTUWKVSA-N,NCCCCC(NC(=O)C(CCCN=C(N)N)NC(=O)c1cc2ccsc2s1)C(=O)NC(C(N)=O)c1ccc(OCc2ccccc2)cc1
UYUNYRJYZVLEJC-ZFPQVJPASA-N,CCC(NC(=O)C1CCCN1C(=O)C(NC(=O)C(NC(=O)C(CC(=O)O)NC(=O)C(CC(=O)O)NC(C)=O)C(C)CC)C(C)C)C(=O)O
LBSBVDMBQXPTAB-TZBNLSNDSA-N,CCCCC(NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)c1ccc(C=C2SC(=S)N(Cc3ccc(C)cc3)C2=O)cc1)C(N)=O
YIYCICICPVGGBY-ZHDXMPAXSA-N,C=CC1CC1(NC(=O)C1CC(OC(=O)N2CCC(c3ccccc3)C2)CN1C(=O)C(NC(=O)C(NC(C)=O)C1CCCCC1)C(C)C)C(=O)O
ZZEWSQKAYMIREE-OIFRRMEBSA-N,CC(C)(C)NC(=O)c1ccccc1OCC(O)C(Cc1ccccc1)NC(=O)C(CC(N)=O)NC(=O)c1ccc2c(c1)S(=O)(=O)c1ccccc1C2=O
QCDSMEFLKXHFKV-RTSAQHOVSA-N,O=C(NC1c2ccccc2OCC1O)C(Cc1cc2cnccc2s1)CC(O)CN1CCN(Cc2csc(-c3ccc(C(F)(F)F)cc3)n2)CC1C(=O)NCC(F)(F)F
IANDMVKFJFCVEI-HQTXQMFDSA-N,CCCC(NC(=O)C1CC2(CN1C(=O)C(NC(=O)OCC(C)C)C1CCCCC1)SCCCS2)C(=O)C(=O)NCC(=O)NC(C(=O)N(C)C)c1ccccc1
IYAOYLDRMGPGCP-HWDFGFKISA-N,CCC(C)CNC(=O)C(C(C)C)C(O)C(O)C(Cc1cnc[nH]1)NC(=O)COc1ccccc1
PYPJBTBCRUERPE-XIIVDBDGSA-N,C=CC1CC1(NC(=O)C1CC23CCc4c(c(nc5ccc(OC)cc45)CCCCCC4CC4OC(=O)NC(C(C)(C)C)C(=O)N1C2)O3)C(=O)NS(=O)(=O)C1(C)CC1
BTRRICDGKKNRHX-UHFFFAOYSA-N,CC1(C(=O)Nc2ccc(O)cc2)CC1
NYVHQORNXOFOPS-XIFFEERXSA-N,C=CCCCS(=O)(=O)NC(=O)c1ccccc1NC(=O)C(NC(=O)OC(C)(C)C)c1ccc(Oc2cc(OC)nc(-c3ccccc3)n2)c(C=C)c1
UPNZYRHBYCBYQG-LAJGZZDBSA-N,CCCCC(NC(=O)c1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CCCN=C(N)N)C(=O)NC(C=O)c1ccccc1
HEPRFYCVWWRMAE-JZHHYDKJSA-N,CC(C)COC(=O)NC(C(=O)N1CC(OCc2ccccc2)CC1C(=O)NC(CC(F)F)C(=O)NCCc1c(F)cc(C(=O)O)cc1F)C(C)C
XBNWHUBKLRPENZ-YSBUXMEVSA-N,C=CC1CC1(NC(=O)C1CC(Oc2cc(-c3nc(C(C)C)cs3)nc3c(C)c(OC)ccc23)C2CCC(C(C)C)C(=O)N12)C(=O)NS(=O)(=O)C1CC1
OBNXIKIBKYNSFL-LFGITCQGSA-N,CCCC(NC(=O)C1C2C(CN1C(=O)C(NC(=O)NC1(CS(=O)(=O)N(C)C(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1
LFTMEZYTSNGORM-HVPIWBAOSA-N,CC(=O)c1cccc(CN2C(=O)N(Cc3cccc(C(C)=O)c3)C(Cc3ccc4c(c3)OCCO4)C(O)C(O)C2Cc2ccc3c(c2)OCCO3)c1
IWFZEHXHXFLURF-MMYBQADZSA-N,C=CC1CC1(NC(=O)C1CN(c2cc(Nc3ccccc3)nc(OC)n2)CN1C(=O)C(NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
PKBPUJCUWPCIQB-XGXWMDOZSA-N,O=C(Nc1ccccc1C(=O)NC(Cc1ccccc1)CC(O)C(Cc1ccccc1)NC(=O)c1ccccc1NC(=O)OCc1ccccn1)OCc1ccccn1
IBYZRDDCLKLHMW-KOENEWCDSA-N,O=C1N(Cc2cccc(Br)c2)C2CSC(CCCCCO)C2N1Cc1cccc(Br)c1
